codigo_dane,departamento,municipio,tipo_ruralidad,escolaridad_total,esc_basica_primaria,esc_basica_secundaria,esc_doctorado,esc_especializacion,esc_maestria,esc_media_academica_clasica,esc_media_tecnica,esc_ninguno,esc_no_informa,esc_normalista,esc_preescolar,esc_profesional,esc_resumen,esc_tecnologica,esc_tecnica_profesional,estrato_predominante,n_manzanas_estrato_pred,n_manzanas_total,prop_manzanas_bajas_1_2,anio_poblacion_departamental,poblacion_departamental
68679,SANTANDER,San Gil,Ciudades y aglomeraciones,40398.0,15176.0,6609.0,29.0,755.0,26.0,5723.0,2476.0,3258.0,7.0,48.0,1752.0,3230.0,0.0,630.0,679.0,3.0,353.0,687.0,0.4294032023289665,2050.0,2552448.0
70001,SUCRE,Sincelejo,Ciudades y aglomeraciones,222009.0,68701.0,45682.0,186.0,1848.0,414.0,34232.0,8127.0,25041.0,408.0,740.0,12375.0,14579.0,0.0,3260.0,6416.0,1.0,2061.0,3295.0,0.8983308042488619,2050.0,1174282.0
73349,TOLIMA,Honda,Ciudades y aglomeraciones,24131.0,9650.0,5197.0,8.0,130.0,64.0,2273.0,1495.0,2780.0,15.0,55.0,841.0,958.0,0.0,307.0,358.0,2.0,193.0,439.0,0.8337129840546698,2050.0,1433661.0
73001,TOLIMA,Ibagué,Ciudades y aglomeraciones,466282.0,149027.0,94789.0,383.0,7664.0,1679.0,64615.0,23606.0,36922.0,6401.0,1285.0,17555.0,45244.0,0.0,7214.0,9898.0,2.0,2527.0,4915.0,0.718413021363174,2050.0,1433661.0
76109,VALLE DEL CAUCA,Buenaventura,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,1.0,1877.0,2505.0,0.8734530938123752,2050.0,4368211.0
76001,VALLE DEL CAUCA,Cali,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,3.0,3853.0,13139.0,0.5336022528350711,2050.0,4368211.0
76130,VALLE DEL CAUCA,Candelaria,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,105.0,158.0,0.8291139240506329,2050.0,4368211.0
76147,VALLE DEL CAUCA,Cartago,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,608.0,1545.0,0.5268608414239482,2050.0,4368211.0
76275,VALLE DEL CAUCA,Florida,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,1.0,207.0,404.0,0.9405940594059405,2050.0,4368211.0
76111,VALLE DEL CAUCA,Guadalajara de Buga,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,444.0,1067.0,0.5801312089971884,2050.0,4368211.0
76364,VALLE DEL CAUCA,Jamundí,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,642.0,1002.0,0.6766467065868264,2050.0,4368211.0
76520,VALLE DEL CAUCA,Palmira,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,1352.0,2530.0,0.574703557312253,2050.0,4368211.0
76563,VALLE DEL CAUCA,Pradera,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,213.0,430.0,0.8418604651162791,2050.0,4368211.0
76834,VALLE DEL CAUCA,Tuluá,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,755.0,1631.0,0.49478847332924586,2050.0,4368211.0
76869,VALLE DEL CAUCA,Vijes,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,113.0,128.0,0.921875,2050.0,4368211.0
76892,VALLE DEL CAUCA,Yumbo,Ciudades y aglomeraciones,,,,,,,,,,,,,,,,,2.0,500.0,935.0,0.8759358288770054,2050.0,4368211.0
5790,VALLE DEL CAUCA,Tarazá,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,4368211.0
5792,VALLE DEL CAUCA,Tarso,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,4368211.0
5809,VALLE DEL CAUCA,Titiribí,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,4368211.0
5861,VALLE DEL CAUCA,Venecia,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,4368211.0
5887,VALLE DEL CAUCA,Yarumal,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,4368211.0
81001,ARAUCA,Arauca,Intermedio,61484.0,22117.0,10972.0,51.0,916.0,184.0,6772.0,2890.0,6079.0,3041.0,77.0,2245.0,3807.0,0.0,841.0,1492.0,1.0,531.0,874.0,0.9256292906178489,2050.0,352194.0
81736,ARAUCA,Saravena,Intermedio,31198.0,14350.0,6284.0,22.0,178.0,18.0,2373.0,909.0,3691.0,790.0,20.0,1469.0,699.0,0.0,185.0,210.0,1.0,584.0,762.0,0.9724409448818898,2050.0,352194.0
88564,ARCHIPIÉLAGO DE SAN ANDRÉS,Providencia,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,54483.0
88001,ARCHIPIÉLAGO DE SAN ANDRÉS,San Andrés,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,54483.0
8137,ATLÁNTICO,Campo de La Cruz,Intermedio,17095.0,6697.0,3004.0,8.0,53.0,7.0,2181.0,73.0,3411.0,12.0,38.0,960.0,411.0,0.0,43.0,197.0,1.0,175.0,244.0,0.9877049180327869,2050.0,2922132.0
8141,ATLÁNTICO,Candelaria,Intermedio,10853.0,4485.0,1695.0,2.0,0.0,13.0,1203.0,169.0,2133.0,80.0,45.0,731.0,183.0,0.0,5.0,109.0,1.0,174.0,188.0,1.0,2050.0,2922132.0
8372,ATLÁNTICO,Juan de Acosta,Intermedio,13291.0,4851.0,2567.0,2.0,14.0,14.0,2376.0,260.0,1312.0,49.0,18.0,926.0,605.0,0.0,61.0,236.0,1.0,149.0,195.0,0.9025641025641026,2050.0,2922132.0
8421,ATLÁNTICO,Luruaco,Intermedio,21212.0,8923.0,3756.0,2.0,28.0,26.0,2117.0,469.0,3822.0,36.0,56.0,1557.0,239.0,0.0,35.0,146.0,1.0,162.0,177.0,1.0,2050.0,2922132.0
8436,ATLÁNTICO,Manatí,Intermedio,12517.0,4434.0,2317.0,0.0,28.0,23.0,1896.0,358.0,1808.0,26.0,318.0,895.0,324.0,0.0,39.0,51.0,1.0,208.0,234.0,1.0,2050.0,2922132.0
8606,ATLÁNTICO,Repelón,Intermedio,20576.0,7891.0,3602.0,3.0,19.0,14.0,2610.0,564.0,3160.0,129.0,72.0,1805.0,388.0,0.0,56.0,263.0,1.0,219.0,244.0,0.9959016393442623,2050.0,2922132.0
8675,ATLÁNTICO,Santa Lucía,Intermedio,11080.0,4650.0,1932.0,20.0,14.0,27.0,1352.0,114.0,1849.0,110.0,19.0,728.0,171.0,0.0,26.0,68.0,1.0,139.0,141.0,1.0,2050.0,2922132.0
8770,ATLÁNTICO,Suán,Intermedio,8830.0,3119.0,1663.0,10.0,9.0,52.0,1708.0,97.0,1261.0,8.0,9.0,584.0,177.0,0.0,13.0,120.0,1.0,88.0,131.0,0.916030534351145,2050.0,2922132.0
13062,BOLÍVAR,Arroyohondo,Intermedio,8363.0,3526.0,1418.0,3.0,5.0,29.0,832.0,168.0,1762.0,24.0,14.0,368.0,104.0,0.0,18.0,92.0,1.0,84.0,84.0,1.0,2050.0,2376170.0
13140,BOLÍVAR,Calamar,Intermedio,19166.0,7224.0,3965.0,4.0,22.0,41.0,1807.0,251.0,4024.0,17.0,36.0,1161.0,312.0,0.0,35.0,267.0,1.0,139.0,143.0,1.0,2050.0,2376170.0
13188,BOLÍVAR,Cicuco,Intermedio,10002.0,4431.0,1572.0,0.0,6.0,8.0,639.0,261.0,2016.0,11.0,9.0,747.0,163.0,0.0,40.0,99.0,1.0,196.0,197.0,1.0,2050.0,2376170.0
13244,BOLÍVAR,El Carmen de Bolívar,Intermedio,60303.0,21271.0,9964.0,7.0,109.0,64.0,4259.0,2076.0,14858.0,2309.0,83.0,3392.0,1120.0,0.0,188.0,603.0,1.0,750.0,810.0,0.9938271604938271,2050.0,2376170.0
13430,BOLÍVAR,Magangué,Intermedio,112037.0,42906.0,22312.0,1.0,244.0,187.0,11877.0,3109.0,19939.0,1194.0,411.0,5056.0,3484.0,0.0,489.0,828.0,1.0,957.0,1266.0,0.9976303317535545,2050.0,2376170.0
13433,BOLÍVAR,Mahates,Intermedio,21364.0,8699.0,4086.0,2.0,15.0,31.0,2022.0,545.0,4111.0,23.0,34.0,1107.0,377.0,0.0,61.0,251.0,1.0,207.0,210.0,1.0,2050.0,2376170.0
13442,BOLÍVAR,María La Baja,Intermedio,41699.0,18150.0,6349.0,12.0,21.0,23.0,1947.0,801.0,10540.0,267.0,38.0,2424.0,435.0,0.0,125.0,567.0,1.0,342.0,367.0,1.0,2050.0,2376170.0
13468,BOLÍVAR,Mompós,Intermedio,38279.0,14704.0,6721.0,12.0,77.0,36.0,3998.0,1012.0,6591.0,183.0,355.0,2274.0,1717.0,0.0,160.0,439.0,1.0,231.0,272.0,0.9705882352941176,2050.0,2376170.0
13580,BOLÍVAR,Regidor,Intermedio,4071.0,2001.0,687.0,1.0,3.0,0.0,278.0,116.0,443.0,109.0,3.0,348.0,43.0,0.0,8.0,31.0,1.0,56.0,56.0,1.0,2050.0,2376170.0
13647,BOLÍVAR,San Estanislao,Intermedio,14173.0,5229.0,2471.0,2.0,8.0,16.0,1975.0,218.0,2467.0,20.0,68.0,907.0,447.0,0.0,95.0,250.0,1.0,154.0,173.0,1.0,2050.0,2376170.0
13657,BOLÍVAR,San Juan Nepomuceno,Intermedio,30124.0,10076.0,6393.0,12.0,271.0,72.0,2928.0,183.0,6732.0,200.0,282.0,1976.0,584.0,0.0,125.0,290.0,1.0,338.0,457.0,1.0,2050.0,2376170.0
13670,BOLÍVAR,San Pablo,Intermedio,24478.0,11064.0,3536.0,0.0,26.0,3.0,1133.0,300.0,4946.0,1402.0,24.0,1461.0,387.0,0.0,43.0,153.0,1.0,292.0,296.0,1.0,2050.0,2376170.0
13673,BOLÍVAR,Santa Catalina,Intermedio,11051.0,4475.0,2360.0,4.0,15.0,1.0,980.0,171.0,1430.0,79.0,3.0,1001.0,152.0,0.0,72.0,308.0,1.0,90.0,90.0,1.0,2050.0,2376170.0
13760,BOLÍVAR,Soplaviento,Intermedio,7806.0,2818.0,1617.0,2.0,2.0,12.0,1217.0,408.0,485.0,61.0,131.0,487.0,286.0,0.0,72.0,208.0,1.0,197.0,203.0,1.0,2050.0,2376170.0
15087,BOYACÁ,Belén,Intermedio,8015.0,4114.0,1204.0,1.0,51.0,5.0,516.0,421.0,764.0,197.0,8.0,343.0,243.0,0.0,68.0,80.0,2.0,87.0,87.0,1.0,2050.0,1490926.0
15162,BOYACÁ,Cerinza,Intermedio,3966.0,2096.0,639.0,0.0,13.0,1.0,365.0,54.0,415.0,9.0,0.0,167.0,157.0,0.0,4.0,46.0,2.0,29.0,43.0,1.0,2050.0,1490926.0
15176,BOYACÁ,Chiquinquirá,Intermedio,49533.0,19294.0,9908.0,0.0,836.0,80.0,5790.0,2109.0,4283.0,146.0,165.0,2602.0,2977.0,0.0,420.0,923.0,2.0,360.0,577.0,0.7400346620450606,2050.0,1490926.0
15187,BOYACÁ,Chivatá,Intermedio,4535.0,2015.0,645.0,0.0,1.0,0.0,217.0,208.0,562.0,513.0,4.0,203.0,90.0,0.0,18.0,59.0,2.0,10.0,17.0,1.0,2050.0,1490926.0
15224,BOYACÁ,Cucaita,Intermedio,4183.0,2300.0,527.0,0.0,8.0,1.0,141.0,111.0,451.0,344.0,1.0,171.0,83.0,0.0,15.0,30.0,2.0,26.0,35.0,1.0,2050.0,1490926.0
15248,BOYACÁ,El Espino,Intermedio,2790.0,1554.0,434.0,0.0,14.0,2.0,132.0,162.0,263.0,2.0,13.0,140.0,53.0,0.0,11.0,10.0,2.0,41.0,43.0,1.0,2050.0,1490926.0
15272,BOYACÁ,Firavitoba,Intermedio,5879.0,2860.0,945.0,3.0,47.0,17.0,524.0,181.0,658.0,55.0,9.0,213.0,249.0,0.0,45.0,73.0,2.0,40.0,41.0,1.0,2050.0,1490926.0
15299,BOYACÁ,Garagoa,Intermedio,15175.0,7028.0,2539.0,2.0,213.0,68.0,1214.0,887.0,1480.0,59.0,57.0,890.0,441.0,0.0,95.0,202.0,2.0,133.0,199.0,0.9246231155778895,2050.0,1490926.0
15322,BOYACÁ,Guateque,Intermedio,9385.0,3926.0,1696.0,0.0,108.0,12.0,1052.0,494.0,1074.0,90.0,42.0,473.0,246.0,0.0,64.0,108.0,2.0,99.0,141.0,0.8297872340425532,2050.0,1490926.0
15362,BOYACÁ,Iza,Intermedio,1963.0,837.0,315.0,0.0,17.0,4.0,137.0,78.0,207.0,111.0,3.0,81.0,129.0,0.0,11.0,33.0,2.0,29.0,38.0,1.0,2050.0,1490926.0
15367,BOYACÁ,Jenesano,Intermedio,6864.0,4068.0,774.0,1.0,16.0,0.0,249.0,164.0,1179.0,38.0,10.0,256.0,59.0,0.0,17.0,33.0,2.0,39.0,42.0,0.9761904761904762,2050.0,1490926.0
15466,BOYACÁ,Monguí,Intermedio,4558.0,2312.0,843.0,0.0,8.0,6.0,283.0,181.0,410.0,22.0,1.0,299.0,89.0,0.0,39.0,65.0,2.0,50.0,53.0,1.0,2050.0,1490926.0
5030,ANTIOQUIA,Amagá,Intermedio,25549.0,12045.0,4850.0,0.0,75.0,28.0,2563.0,846.0,2981.0,50.0,206.0,1077.0,436.0,0.0,196.0,196.0,2.0,93.0,109.0,0.944954128440367,2050.0,7440163.0
5034,ANTIOQUIA,Andes,Intermedio,38365.0,20060.0,5340.0,0.0,93.0,9.0,2500.0,1291.0,6773.0,79.0,35.0,1001.0,588.0,0.0,355.0,241.0,2.0,85.0,167.0,0.9041916167664671,2050.0,7440163.0
5036,ANTIOQUIA,Angelópolis,Intermedio,7185.0,3417.0,1047.0,0.0,12.0,5.0,501.0,184.0,885.0,565.0,6.0,339.0,108.0,0.0,94.0,22.0,2.0,20.0,24.0,0.9166666666666666,2050.0,7440163.0
5051,ANTIOQUIA,Arboletes,Intermedio,28351.0,12154.0,4443.0,0.0,41.0,4.0,2393.0,228.0,6904.0,561.0,27.0,758.0,483.0,0.0,251.0,104.0,1.0,126.0,202.0,0.9702970297029703,2050.0,7440163.0
5091,ANTIOQUIA,Betania,Intermedio,9305.0,4810.0,1182.0,4.0,18.0,3.0,641.0,46.0,2079.0,34.0,9.0,332.0,75.0,0.0,32.0,40.0,2.0,27.0,37.0,0.8378378378378378,2050.0,7440163.0
5093,ANTIOQUIA,Betulia,Intermedio,15203.0,8238.0,1574.0,2.0,21.0,6.0,736.0,76.0,3855.0,21.0,29.0,482.0,66.0,0.0,42.0,55.0,2.0,29.0,58.0,0.8275862068965517,2050.0,7440163.0
5145,ANTIOQUIA,Caramanta,Intermedio,5015.0,2707.0,777.0,0.0,45.0,0.0,184.0,321.0,668.0,21.0,13.0,142.0,82.0,0.0,32.0,23.0,3.0,17.0,40.0,0.575,2050.0,7440163.0
5147,ANTIOQUIA,Carepa,Intermedio,37874.0,14917.0,7388.0,11.0,174.0,27.0,4156.0,1319.0,6619.0,664.0,40.0,1372.0,494.0,0.0,408.0,285.0,2.0,265.0,493.0,0.9817444219066938,2050.0,7440163.0
5172,ANTIOQUIA,Chigorodó,Intermedio,54792.0,22787.0,10109.0,16.0,55.0,2.0,6097.0,1506.0,10298.0,223.0,33.0,2004.0,761.0,0.0,520.0,381.0,1.0,342.0,642.0,0.9906542056074766,2050.0,7440163.0
5190,ANTIOQUIA,Cisneros,Intermedio,9090.0,4224.0,1745.0,0.0,36.0,0.0,1313.0,75.0,1045.0,6.0,34.0,250.0,141.0,0.0,88.0,133.0,2.0,54.0,122.0,0.8360655737704918,2050.0,7440163.0
5101,ANTIOQUIA,Ciudad Bolívar,Intermedio,26197.0,13145.0,3563.0,4.0,45.0,10.0,2084.0,825.0,5177.0,101.0,46.0,504.0,269.0,0.0,277.0,147.0,2.0,65.0,162.0,0.6234567901234568,2050.0,7440163.0
5209,ANTIOQUIA,Concordia,Intermedio,19863.0,10646.0,2148.0,0.0,27.0,0.0,904.0,228.0,4909.0,35.0,90.0,618.0,130.0,0.0,87.0,41.0,2.0,51.0,84.0,0.7857142857142857,2050.0,7440163.0
5237,ANTIOQUIA,Don Matías,Intermedio,16482.0,7881.0,3542.0,4.0,25.0,13.0,1613.0,252.0,1547.0,266.0,43.0,682.0,263.0,0.0,204.0,147.0,,,,,2050.0,7440163.0
5250,ANTIOQUIA,El Bagre,Intermedio,34410.0,14838.0,6411.0,0.0,130.0,37.0,2818.0,890.0,6701.0,300.0,41.0,1543.0,241.0,0.0,145.0,315.0,1.0,386.0,561.0,0.9679144385026738,2050.0,7440163.0
5148,ANTIOQUIA,El Carmen de Viboral,Intermedio,38453.0,15671.0,7770.0,13.0,125.0,36.0,5460.0,1473.0,3256.0,756.0,68.0,1566.0,1189.0,0.0,618.0,452.0,3.0,192.0,298.0,0.35570469798657717,2050.0,7440163.0
5697,ANTIOQUIA,El Santuario,Intermedio,24431.0,12370.0,4056.0,5.0,70.0,25.0,2391.0,799.0,2644.0,441.0,84.0,786.0,515.0,0.0,137.0,108.0,2.0,104.0,154.0,0.8441558441558441,2050.0,7440163.0
5282,ANTIOQUIA,Fredonia,Intermedio,21333.0,10273.0,3595.0,3.0,89.0,15.0,1935.0,677.0,2897.0,640.0,147.0,587.0,213.0,0.0,154.0,108.0,2.0,48.0,93.0,0.7419354838709677,2050.0,7440163.0
5313,ANTIOQUIA,Granada,Intermedio,8806.0,5211.0,1092.0,2.0,23.0,8.0,315.0,211.0,816.0,551.0,31.0,404.0,80.0,0.0,24.0,38.0,3.0,40.0,75.0,0.4666666666666667,2050.0,7440163.0
5315,ANTIOQUIA,Guadalupe,Intermedio,5668.0,2905.0,822.0,0.0,10.0,0.0,426.0,13.0,1261.0,6.0,6.0,107.0,43.0,0.0,20.0,49.0,2.0,26.0,35.0,1.0,2050.0,7440163.0
5318,ANTIOQUIA,Guarne,Intermedio,37580.0,15913.0,6591.0,0.0,166.0,39.0,5194.0,895.0,2567.0,1521.0,71.0,1771.0,1304.0,0.0,659.0,889.0,3.0,97.0,159.0,0.3836477987421384,2050.0,7440163.0
5321,ANTIOQUIA,Guatapé,Intermedio,5328.0,2339.0,1010.0,0.0,42.0,4.0,666.0,206.0,260.0,37.0,8.0,316.0,170.0,0.0,98.0,172.0,2.0,65.0,73.0,0.8904109589041096,2050.0,7440163.0
5347,ANTIOQUIA,Heliconia,Intermedio,6088.0,3470.0,828.0,0.0,10.0,6.0,305.0,186.0,979.0,5.0,19.0,197.0,29.0,0.0,23.0,31.0,2.0,34.0,53.0,0.9811320754716981,2050.0,7440163.0
5353,ANTIOQUIA,Hispania,Intermedio,4500.0,2095.0,630.0,2.0,15.0,0.0,502.0,97.0,910.0,3.0,6.0,112.0,70.0,0.0,37.0,21.0,2.0,36.0,48.0,0.8541666666666666,2050.0,7440163.0
5364,ANTIOQUIA,Jardín,Intermedio,13430.0,6976.0,2287.0,1.0,55.0,4.0,1035.0,672.0,1548.0,34.0,51.0,353.0,219.0,0.0,101.0,94.0,2.0,45.0,90.0,0.6555555555555556,2050.0,7440163.0
5368,ANTIOQUIA,Jericó,Intermedio,12134.0,6026.0,2198.0,21.0,80.0,12.0,923.0,406.0,1220.0,57.0,95.0,640.0,179.0,0.0,190.0,87.0,2.0,46.0,80.0,0.65,2050.0,7440163.0
5376,ANTIOQUIA,La Ceja,Intermedio,43055.0,17455.0,7792.0,0.0,126.0,31.0,7498.0,1246.0,3153.0,248.0,82.0,2015.0,1964.0,0.0,641.0,804.0,3.0,345.0,480.0,0.11666666666666667,2050.0,7440163.0
5390,ANTIOQUIA,La Pintada,Intermedio,6550.0,3097.0,1047.0,3.0,3.0,3.0,686.0,149.0,1136.0,27.0,4.0,242.0,76.0,0.0,29.0,48.0,2.0,33.0,68.0,0.9558823529411765,2050.0,7440163.0
5400,ANTIOQUIA,La Unión,Intermedio,16767.0,9007.0,2759.0,3.0,58.0,2.0,1858.0,176.0,1194.0,26.0,14.0,876.0,358.0,0.0,168.0,268.0,2.0,102.0,131.0,0.8549618320610687,2050.0,7440163.0
5440,ANTIOQUIA,Marinilla,Intermedio,42793.0,17934.0,8275.0,9.0,327.0,54.0,5434.0,2003.0,2935.0,149.0,402.0,2217.0,1643.0,0.0,838.0,573.0,3.0,268.0,337.0,0.19287833827893175,2050.0,7440163.0
5467,ANTIOQUIA,Montebello,Intermedio,6947.0,4449.0,900.0,7.0,23.0,3.0,362.0,166.0,794.0,12.0,10.0,121.0,39.0,0.0,23.0,38.0,3.0,11.0,23.0,0.5217391304347826,2050.0,7440163.0
5541,ANTIOQUIA,Peñol,Intermedio,15329.0,7900.0,2641.0,0.0,61.0,13.0,1024.0,841.0,1180.0,37.0,39.0,966.0,247.0,0.0,184.0,196.0,2.0,146.0,161.0,0.9440993788819876,2050.0,7440163.0
5576,ANTIOQUIA,Pueblorrico,Intermedio,7689.0,4148.0,1036.0,2.0,25.0,4.0,696.0,115.0,1233.0,13.0,21.0,281.0,61.0,0.0,33.0,21.0,2.0,37.0,61.0,0.9672131147540983,2050.0,7440163.0
5579,ANTIOQUIA,Puerto Berrío,Intermedio,35483.0,14398.0,6602.0,0.0,156.0,0.0,4451.0,1113.0,5565.0,274.0,41.0,1610.0,600.0,0.0,335.0,338.0,1.0,252.0,387.0,0.9095607235142119,2050.0,7440163.0
5591,ANTIOQUIA,Puerto Triunfo,Intermedio,15046.0,6204.0,2425.0,10.0,17.0,10.0,1105.0,285.0,2558.0,1544.0,18.0,594.0,107.0,0.0,52.0,117.0,2.0,45.0,54.0,1.0,2050.0,7440163.0
5607,ANTIOQUIA,Retiro,Intermedio,15903.0,6783.0,3109.0,7.0,86.0,18.0,2297.0,467.0,964.0,57.0,3.0,707.0,893.0,0.0,276.0,236.0,3.0,72.0,119.0,0.19327731092436976,2050.0,7440163.0
5656,ANTIOQUIA,San Jerónimo,Intermedio,10996.0,5295.0,2091.0,3.0,61.0,53.0,1229.0,98.0,1315.0,101.0,105.0,355.0,115.0,0.0,80.0,95.0,2.0,54.0,71.0,0.8028169014084507,2050.0,7440163.0
5659,ANTIOQUIA,San Juan de Urabá,Intermedio,18914.0,7882.0,3037.0,0.0,67.0,9.0,1291.0,601.0,4861.0,122.0,18.0,646.0,191.0,0.0,88.0,101.0,1.0,115.0,120.0,1.0,2050.0,7440163.0
5664,ANTIOQUIA,San Pedro,Intermedio,20521.0,9100.0,3962.0,3.0,117.0,17.0,2954.0,405.0,1940.0,33.0,139.0,871.0,356.0,0.0,350.0,274.0,,,,,2050.0,7440163.0
5665,ANTIOQUIA,San Pedro de Urabá,Intermedio,26074.0,11281.0,4639.0,0.0,124.0,57.0,1885.0,449.0,5979.0,541.0,0.0,672.0,293.0,0.0,93.0,61.0,1.0,231.0,251.0,1.0,2050.0,7440163.0
5674,ANTIOQUIA,San Vicente,Intermedio,17965.0,9446.0,2342.0,10.0,38.0,11.0,1214.0,472.0,1653.0,1498.0,30.0,710.0,278.0,0.0,105.0,158.0,,,,,2050.0,7440163.0
5679,ANTIOQUIA,Santa Bárbara,Intermedio,22014.0,11050.0,3703.0,2.0,68.0,23.0,2315.0,438.0,3106.0,7.0,72.0,610.0,294.0,0.0,170.0,156.0,2.0,38.0,68.0,0.6176470588235294,2050.0,7440163.0
5736,ANTIOQUIA,Segovia,Intermedio,31529.0,13256.0,5653.0,0.0,114.0,30.0,3952.0,620.0,6261.0,193.0,23.0,850.0,249.0,0.0,117.0,211.0,1.0,142.0,241.0,0.9543568464730291,2050.0,7440163.0
5761,ANTIOQUIA,Sopetrán,Intermedio,12506.0,6013.0,2372.0,3.0,59.0,11.0,1115.0,373.0,1330.0,128.0,215.0,510.0,166.0,0.0,80.0,131.0,2.0,55.0,80.0,0.8875,2050.0,7440163.0
5789,ANTIOQUIA,Támesis,Intermedio,15312.0,7808.0,2553.0,3.0,31.0,18.0,1206.0,523.0,2294.0,33.0,28.0,533.0,149.0,0.0,69.0,64.0,3.0,45.0,91.0,0.4945054945054945,2050.0,7440163.0
15469,ANTIOQUIA,Moniquirá,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15476,ANTIOQUIA,Motavita,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15480,ANTIOQUIA,Muzo,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15491,ANTIOQUIA,Nobsa,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15494,ANTIOQUIA,Nuevo Colón,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15516,ANTIOQUIA,Paipa,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15572,ANTIOQUIA,Puerto Boyacá,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15599,ANTIOQUIA,Ramiriquí,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15638,ANTIOQUIA,Sáchica,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15646,ANTIOQUIA,Samacá,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15693,ANTIOQUIA,Santa Rosa de Viterbo,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15686,ANTIOQUIA,Santana,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15753,ANTIOQUIA,Soatá,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15778,ANTIOQUIA,Sutatenza,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15806,ANTIOQUIA,Tibasosa,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15814,ANTIOQUIA,Toca,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15820,ANTIOQUIA,Tópaga,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15835,ANTIOQUIA,Turmequé,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15861,ANTIOQUIA,Ventaquemada,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
15407,ANTIOQUIA,Villa de Leyva,Intermedio,,,,,,,,,,,,,,,,,,,,,2050.0,7440163.0
17042,CALDAS,Anserma,Intermedio,31807.0,16036.0,5585.0,8.0,376.0,15.0,3117.0,658.0,3791.0,229.0,294.0,1002.0,404.0,0.0,109.0,183.0,3.0,116.0,277.0,0.5776173285198556,2050.0,1098853.0
17050,CALDAS,Aranzazu,Intermedio,11563.0,6401.0,1892.0,0.0,79.0,7.0,911.0,218.0,1002.0,126.0,202.0,530.0,143.0,0.0,32.0,20.0,1.0,50.0,95.0,0.8315789473684211,2050.0,1098853.0
17088,CALDAS,Belalcázar,Intermedio,10694.0,5596.0,1490.0,0.0,22.0,3.0,770.0,170.0,1693.0,235.0,26.0,421.0,139.0,0.0,47.0,82.0,2.0,53.0,114.0,0.8157894736842105,2050.0,1098853.0
17174,CALDAS,Chinchiná,Intermedio,48451.0,20780.0,8996.0,0.0,300.0,69.0,6361.0,1551.0,4750.0,99.0,57.0,2065.0,1755.0,0.0,863.0,805.0,2.0,256.0,502.0,0.6792828685258964,2050.0,1098853.0
17272,CALDAS,Filadelfia,Intermedio,11515.0,6574.0,1713.0,0.0,35.0,4.0,952.0,53.0,1538.0,14.0,22.0,396.0,118.0,0.0,63.0,33.0,2.0,34.0,71.0,0.7605633802816901,2050.0,1098853.0
17380,CALDAS,La Dorada,Intermedio,64835.0,24974.0,13078.0,6.0,249.0,93.0,8522.0,3023.0,8837.0,102.0,169.0,2401.0,1826.0,0.0,803.0,752.0,2.0,369.0,740.0,0.7405405405405405,2050.0,1098853.0
